PROVIDER_NAME,ENROL_STATUS_DATE,Enrol_No
University of South Africa,28/NOV/11,835
University of South Africa,06/FEB/12,1679
University of South Africa,14/DEC/11,660
University of South Africa,25/FEB/05,57
University of South Africa,11/JAN/13,1584
University of South Africa,25/JUN/13,446
University of South Africa,07/FEB/06,331
University of South Africa,26/JUN/08,335
University of South Africa,27/JAN/11,2612
University of South Africa,20/JUL/11,333
University of South Africa,22/JAN/11,917
University of South Africa,22/DEC/10,866
University of South Africa,09/JUL/11,731
University of South Africa,27/FEB/09,105
University of South Africa,11/JUN/08,99
University of South Africa,04/MAR/08,471
University of South Africa,25/JUL/11,1321
University of South Africa,26/JUN/12,1100
University of South Africa,02/DEC/11,581
University of South Africa,31/JAN/06,265
University of South Africa,04/JUL/12,812
University of South Africa,30/MAR/11,240
University of South Africa,29/NOV/11,672
University of South Africa,04/FEB/10,855
University of South Africa,17/AUG/05,14
University of South Africa,11/JUL/09,491
University of South Africa,12/FEB/09,306
University of South Africa,20/APR/06,6
University of South Africa,27/JAN/09,645
University of South Africa,09/JUL/08,124
University of South Africa,13/DEC/06,95
University of South Africa,20/FEB/08,228
University of South Africa,02/JUN/08,268
University of South Africa,16/JAN/10,6745
University of South Africa,03/MAR/07,116
University of South Africa,28/FEB/06,84
University of South Africa,14/MAR/05,66
University of South Africa,08/MAR/11,615
University of South Africa,16/MAR/11,773
University of South Africa,08/MAR/05,63
University of South Africa,18/FEB/11,589
University of South Africa,09/DEC/10,696
University of South Africa,05/DEC/06,147
University of South Africa,29/JAN/08,719
University of South Africa,23/JAN/07,2170
University of South Africa,24/DEC/09,204
University of South Africa,14/MAR/11,526
University of South Africa,08/JAN/11,914
University of South Africa,21/DEC/11,339
University of South Africa,15/DEC/11,757
University of South Africa,07/DEC/11,606
University of South Africa,26/NOV/12,566
University of South Africa,18/JAN/13,1839
University of South Africa,25/JUN/07,53
University of South Africa,04/MAR/09,454
University of South Africa,08/MAR/06,85
University of South Africa,20/DEC/07,245
University of South Africa,06/FEB/06,275
University of South Africa,18/JAN/12,2363
University of South Africa,06/JUL/12,1011
University of South Africa,10/JAN/12,2161
University of South Africa,21/JAN/13,7562
University of South Africa,17/JAN/13,1463
University of South Africa,28/JAN/13,5237
University of South Africa,14/JAN/13,2644
University of South Africa,21/JAN/05,160
University of South Africa,08/FEB/07,483
University of South Africa,18/JUN/10,15
University of South Africa,10/DEC/12,3236
University of South Africa,22/SEP/05,18
University of South Africa,06/JUN/07,105
University of South Africa,11/JAN/07,339
University of South Africa,22/JUL/10,481
University of South Africa,09/JUN/08,128
University of South Africa,09/MAR/11,520
University of South Africa,03/JAN/11,7326
University of South Africa,18/JUL/12,401
University of South Africa,25/JUN/12,1266
University of South Africa,16/JAN/12,15782
University of South Africa,14/FEB/06,135
University of South Africa,11/DEC/12,1105
University of South Africa,30/NOV/12,926
University of South Africa,25/JAN/97,33
University of South Africa,30/MAY/12,138
University of South Africa,07/DEC/12,646
University of South Africa,06/MAR/07,247
University of South Africa,19/FEB/05,39
University of South Africa,19/DEC/07,218
University of South Africa,17/JAN/09,795
University of South Africa,06/DEC/12,583
University of South Africa,14/MAY/09,13
University of South Africa,03/JUN/13,1448
University of South Africa,16/JAN/13,12095
University of South Africa,19/DEC/12,759
University of South Africa,23/JAN/13,3311
University of South Africa,02/OCT/98,1
University of South Africa,17/JUL/06,108
University of South Africa,17/JUL/09,401
University of South Africa,11/JAN/12,1498
University of South Africa,01/MAR/05,60
University of South Africa,31/JAN/11,1489
University of South Africa,19/JAN/08,460
University of South Africa,23/JUN/08,160
University of South Africa,30/JAN/07,382
University of South Africa,09/JAN/07,649
University of South Africa,14/JUN/10,14
University of South Africa,06/DEC/11,630
University of South Africa,27/JAN/07,289
University of South Africa,08/FEB/08,363
University of South Africa,15/FEB/10,574
University of South Africa,25/JUN/08,287
University of South Africa,12/JAN/06,194
University of South Africa,24/JUL/06,26
University of South Africa,02/MAR/10,638
University of South Africa,11/FEB/08,1709
University of South Africa,15/DEC/06,105
University of South Africa,07/DEC/06,100
University of South Africa,22/FEB/06,60
University of South Africa,18/JAN/08,514
University of South Africa,01/FEB/10,9742
University of South Africa,26/MAR/09,61
University of South Africa,10/MAR/06,68
University of South Africa,07/FEB/07,472
University of South Africa,30/JAN/09,676
University of South Africa,15/DEC/08,106
University of South Africa,23/MAR/10,121
University of South Africa,07/OCT/05,24
University of South Africa,10/FEB/06,226
University of South Africa,05/JAN/07,353
University of South Africa,11/FEB/05,77
University of South Africa,16/FEB/10,489
University of South Africa,19/JAN/05,148
Cape Peninsula University of Technology,01/DEC/13,180977
Cape Peninsula University of Technology,16/JAN/11,6399
Cape Peninsula University of Technology,16/JAN/12,15782
Cape Peninsula University of Technology,16/JAN/13,12095
Cape Peninsula University of Technology,01/DEC/14,185582
Cape Peninsula University of Technology,16/JAN/10,6745
Cape Peninsula University of Technology,16/JAN/09,3599
Cape Peninsula University of Technology,01/DEC/12,167405
Cape Peninsula University of Technology,12/JUL/10,2521
Cape Peninsula University of Technology,16/JAN/14,12791
University of South Africa,11/MAR/02,6
Tshwane University of Technology,01/JAN/05,2657
Tshwane University of Technology,15/JUL/13,2604
Tshwane University of Technology,30/JUN/11,2101
Tshwane University of Technology,01/JUL/10,3335
Tshwane University of Technology,01/JAN/04,1642
Tshwane University of Technology,16/JUL/07,473
Tshwane University of Technology,16/JUL/12,2781
Durban Institute of Technology,01/DEC/10,156507
Durban Institute of Technology,16/JAN/12,15782
Durban Institute of Technology,16/JUL/12,2781
Durban Institute of Technology,01/DEC/12,167405
Durban Institute of Technology,01/JAN/13,55006
Durban Institute of Technology,01/DEC/13,180977
Durban Institute of Technology,15/JUL/13,2604
Durban Institute of Technology,16/JAN/06,971
Durban Institute of Technology,01/DEC/11,161257
Durban Institute of Technology,12/JUL/11,1584
Durban Institute of Technology,10/JUL/11,634
Durban Institute of Technology,01/JAN/14,60378
Durban Institute of Technology,13/JAN/14,4959
Durban Institute of Technology,01/JAN/12,54956
Durban Institute of Technology,14/JUL/14,1259
University of South Africa,18/FEB/09,211
University of South Africa,24/AUG/05,9
University of South Africa,02/FEB/09,532
University of South Africa,08/MAY/02,6
Tshwane University of Technology,01/JAN/03,1339
Tshwane University of Technology,01/JAN/96,66
Tshwane University of Technology,01/JAN/01,2080
Cape Peninsula University of Technology,17/JUL/12,814
Cape Peninsula University of Technology,01/JUL/14,4190
Cape Peninsula University of Technology,17/JUL/13,946
Durban Institute of Technology,14/JAN/08,1706
Durban Institute of Technology,15/JAN/07,818
Durban Institute of Technology,12/JAN/09,3451
Durban Institute of Technology,11/JAN/10,6457
Durban Institute of Technology,10/JAN/11,5708
Durban Institute of Technology,01/DEC/14,185582
Durban Institute of Technology,13/JUL/09,907
Durban Institute of Technology,17/JAN/05,660
Durban Institute of Technology,13/JUL/10,1599
Durban Institute of Technology,12/JAN/04,427
Tshwane University of Technology,07/JUL/08,262
Tshwane University of Technology,12/JUL/09,517
Tshwane University of Technology,01/JUL/06,250
Tshwane University of Technology,01/SEP/12,108
Tshwane University of Technology,01/APR/13,163
Tshwane University of Technology,01/JAN/07,4891
Tshwane University of Technology,01/JUL/05,220
Tshwane University of Technology,01/JAN/09,20067
Tshwane University of Technology,13/JUL/14,1332
Tshwane University of Technology,01/MAR/14,223
Tshwane University of Technology,01/FEB/13,18940
Tshwane University of Technology,29/JUN/08,74
Tshwane University of Technology,13/JUL/09,907
Cape Peninsula University of Technology,17/JUL/11,336
Cape Peninsula University of Technology,17/JUL/09,401
University of South Africa,22/DEC/06,16
University of South Africa,19/FEB/03,31
University of South Africa,23/SEP/05,13
University of South Africa,01/JAN/94,30
University of South Africa,20/FEB/07,133
University of South Africa,24/FEB/05,50
University of South Africa,31/AUG/04,10
University of South Africa,15/FEB/07,155
University of South Africa,27/FEB/04,75
University of South Africa,03/FEB/04,185
University of South Africa,12/OCT/01,1
University of South Africa,23/FEB/99,14
University of South Africa,01/MAR/07,137
University of South Africa,22/FEB/00,24
University of South Africa,08/JUN/01,11
University of South Africa,31/MAR/03,29
University of South Africa,05/MAR/99,8
University of South Africa,16/JAN/98,28
University of South Africa,03/MAY/99,4
University of South Africa,06/FEB/03,41
University of South Africa,10/MAY/01,1
University of South Africa,28/FEB/04,43
University of South Africa,08/APR/03,7
University of South Africa,08/JUL/00,6
University of South Africa,07/APR/00,23
University of South Africa,10/MAR/07,49
University of South Africa,20/JAN/00,41
University of South Africa,08/JUN/02,5
University of South Africa,18/MAR/04,37
University of South Africa,05/JAN/06,219
University of South Africa,17/FEB/04,69
University of South Africa,25/FEB/04,47
Tshwane University of Technology,01/JAN/00,237
Tshwane University of Technology,01/JAN/99,144
University of South Africa,03/FEB/99,62
University of South Africa,24/JAN/05,169
University of South Africa,23/FEB/04,35
University of South Africa,27/FEB/97,17
University of South Africa,24/JAN/97,30
University of South Africa,10/FEB/99,41
University of South Africa,11/FEB/03,40
University of South Africa,04/FEB/97,19
University of South Africa,12/JAN/00,40
University of South Africa,21/OCT/02,7
University of South Africa,04/JAN/12,1703
University of South Africa,03/APR/01,24
University of South Africa,12/JAN/05,128
University of South Africa,02/FEB/98,55
University of South Africa,04/MAR/99,17
University of South Africa,24/FEB/99,9
University of South Africa,20/FEB/97,10
University of South Africa,07/FEB/12,1372
University of South Africa,01/MAR/97,4
University of South Africa,17/JAN/12,2232
University of South Africa,19/JUN/12,1913
University of South Africa,01/JAN/98,105
University of South Africa,25/MAR/99,6
University of South Africa,17/MAR/04,36
University of South Africa,20/MAR/01,17
University of South Africa,26/FEB/97,18
University of South Africa,30/MAY/98,1
University of South Africa,26/JAN/10,1711
University of South Africa,02/SEP/02,4
University of South Africa,06/MAR/98,21
University of South Africa,07/FEB/97,20
University of South Africa,08/APR/97,4
University of South Africa,02/AUG/07,97
University of South Africa,27/FEB/98,22
University of South Africa,26/JAN/99,41
University of South Africa,09/MAR/04,35
University of South Africa,25/FEB/97,8
University of South Africa,13/OCT/97,1
University of South Africa,10/MAR/98,3
University of South Africa,08/FEB/10,1610
University of South Africa,10/FEB/97,18
University of South Africa,24/FEB/04,41
University of South Africa,26/JUL/12,272
University of South Africa,30/MAR/05,35
University of South Africa,08/JAN/07,957
University of South Africa,16/MAR/05,113
University of South Africa,28/FEB/08,254
University of South Africa,28/OCT/00,6
University of South Africa,23/FEB/10,492
University of South Africa,17/SEP/01,5
University of South Africa,17/FEB/11,554
University of South Africa,06/FEB/04,91
University of South Africa,23/JAN/12,7150
University of South Africa,21/MAY/99,4
University of South Africa,24/JAN/11,2034
University of South Africa,20/JUL/12,396
University of South Africa,07/JAN/12,891
University of South Africa,27/FEB/12,527
University of South Africa,12/JUN/01,9
University of South Africa,21/JUL/12,97
University of South Africa,03/APR/03,21
University of South Africa,06/MAR/00,20
University of South Africa,04/AUG/10,136
University of South Africa,07/APR/97,4
University of South Africa,04/MAR/10,885
University of South Africa,01/MAR/08,205
University of South Africa,01/APR/97,6
University of South Africa,17/SEP/04,10
University of South Africa,22/JUL/98,1
University of South Africa,03/JAN/08,386
University of South Africa,15/MAR/97,16
University of South Africa,17/MAR/11,841
University of South Africa,20/FEB/03,49
University of South Africa,27/JAN/97,26
University of South Africa,20/JUN/07,48
University of South Africa,17/FEB/98,15
University of South Africa,22/FEB/07,162
University of South Africa,03/OCT/97,1
University of South Africa,10/FEB/04,68
University of South Africa,29/JAN/09,521
University of South Africa,07/MAR/98,11
University of South Africa,14/JAN/12,771
University of South Africa,31/JAN/12,1589
University of South Africa,29/MAY/02,12
University of South Africa,11/JAN/00,46
University of South Africa,05/FEB/01,60
University of South Africa,02/APR/97,4
University of South Africa,18/SEP/00,5
University of South Africa,29/MAR/99,9
University of South Africa,22/FEB/10,1410
University of South Africa,16/JUL/11,181
University of South Africa,23/SEP/03,10
University of South Africa,03/MAR/03,34
University of South Africa,07/FEB/11,2649
University of South Africa,07/JUL/08,262
University of South Africa,04/MAR/97,11
University of South Africa,07/JUN/99,8
University of South Africa,30/JAN/98,41
University of South Africa,10/JUL/10,593
University of South Africa,30/DEC/09,173
University of South Africa,29/JUN/09,724
University of South Africa,06/FEB/09,375
University of South Africa,01/APR/05,18
University of South Africa,30/JUL/10,288
University of South Africa,07/MAR/06,92
University of South Africa,21/DEC/07,91
